system,subset,step,lambda,repeat_index,repeat_number,r_val_raw,path
tfim,early5,1500,0.0001,1,2,0.010420623035340307,<raw-result-omitted>
tfim,early5,1500,0.0001,2,3,0.01087877418435147,<raw-result-omitted>
tfim,early5,1500,0.0001,3,4,0.010978682506224873,<raw-result-omitted>
tfim,early5,1500,0.0001,4,5,0.010905071236282052,<raw-result-omitted>
tfim,early5,1500,0.0001,5,6,0.010901011603663267,<raw-result-omitted>
tfim,early5,1500,0.0001,6,7,0.010683771439907563,<raw-result-omitted>
tfim,early5,1500,0.0001,7,8,0.010457540378470057,<raw-result-omitted>
tfim,early5,1500,0.0001,8,9,0.010563620392649513,<raw-result-omitted>
tfim,early5,1500,0.0001,9,10,0.010922839727839351,<raw-result-omitted>
tfim,early5,1500,0.0001,10,11,0.010604769109567761,<raw-result-omitted>
tfim,early5,1500,0.0001,11,12,0.010828927027427274,<raw-result-omitted>
tfim,early5,1500,0.0001,12,13,0.010644310181578492,<raw-result-omitted>
tfim,early5,1500,0.0001,13,14,0.010360703903873952,<raw-result-omitted>
tfim,early5,1500,0.0001,14,15,0.010801169951748629,<raw-result-omitted>
tfim,early5,1500,0.0001,15,16,0.01054454247793619,<raw-result-omitted>
tfim,early5,1500,0.0001,16,17,0.01094758688754055,<raw-result-omitted>
tfim,early5,1500,0.0001,17,18,0.010885111317807934,<raw-result-omitted>
tfim,early5,1500,0.0001,18,19,0.010742170280166694,<raw-result-omitted>
tfim,early5,1500,0.0001,19,20,0.010769330230400758,<raw-result-omitted>
tfim,early5,1500,0.001,0,1,0.011839973157014794,<raw-result-omitted>
tfim,early5,1500,0.001,1,2,0.011268168128826694,<raw-result-omitted>
tfim,early5,1500,0.001,2,3,0.011577561437145696,<raw-result-omitted>
tfim,early5,1500,0.001,3,4,0.011999724928763552,<raw-result-omitted>
tfim,early5,1500,0.001,4,5,0.011673220313144978,<raw-result-omitted>
tfim,early5,1500,0.001,5,6,0.011672668195234066,<raw-result-omitted>
tfim,early5,1500,0.001,6,7,0.011382206482554646,<raw-result-omitted>
tfim,early5,1500,0.001,7,8,0.011194204217782524,<raw-result-omitted>
tfim,early5,1500,0.001,8,9,0.011568089278746939,<raw-result-omitted>
tfim,early5,1500,0.001,9,10,0.011995372249807934,<raw-result-omitted>
tfim,early5,1500,0.001,10,11,0.011156544660730707,<raw-result-omitted>
tfim,early5,1500,0.001,11,12,0.011377391871590821,<raw-result-omitted>
tfim,early5,1500,0.001,12,13,0.011408982897535638,<raw-result-omitted>
tfim,early5,1500,0.001,13,14,0.01129911873914292,<raw-result-omitted>
tfim,early5,1500,0.001,14,15,0.011740373606005865,<raw-result-omitted>
tfim,early5,1500,0.001,15,16,0.011356303580870239,<raw-result-omitted>
tfim,early5,1500,0.001,16,17,0.011635543320586358,<raw-result-omitted>
tfim,early5,1500,0.001,17,18,0.011441191134538035,<raw-result-omitted>
tfim,early5,1500,0.001,18,19,0.011476206079728577,<raw-result-omitted>
tfim,early5,1500,0.001,19,20,0.011537966007479174,<raw-result-omitted>
tfim,early5,1500,0.01,0,1,0.012458236882213267,<raw-result-omitted>
tfim,early5,1500,0.01,1,2,0.01191035943576299,<raw-result-omitted>
tfim,early5,1500,0.01,2,3,0.01203338198236124,<raw-result-omitted>
tfim,early5,1500,0.01,3,4,0.012280625878000558,<raw-result-omitted>
tfim,early5,1500,0.01,4,5,0.012106963959743141,<raw-result-omitted>
tfim,early5,1500,0.01,5,6,0.012148635518078802,<raw-result-omitted>
tfim,early5,1500,0.01,6,7,0.01203068934904673,<raw-result-omitted>
tfim,early5,1500,0.01,7,8,0.011728865179415543,<raw-result-omitted>
tfim,early5,1500,0.01,8,9,0.012119477173709075,<raw-result-omitted>
tfim,early5,1500,0.01,9,10,0.012504169672401477,<raw-result-omitted>
tfim,early5,1500,0.01,10,11,0.011513951056706417,<raw-result-omitted>
tfim,early5,1500,0.01,11,12,0.01180904469560131,<raw-result-omitted>
tfim,early5,1500,0.01,12,13,0.011897880317796532,<raw-result-omitted>
tfim,early5,1500,0.01,13,14,0.012244907339937286,<raw-result-omitted>
tfim,early5,1500,0.01,14,15,0.012434438510660844,<raw-result-omitted>
tfim,early5,1500,0.01,15,16,0.011996653494602286,<raw-result-omitted>
tfim,early5,1500,0.01,16,17,0.012162421294038408,<raw-result-omitted>
tfim,early5,1500,0.01,17,18,0.01182497654653672,<raw-result-omitted>
tfim,early5,1500,0.01,18,19,0.011875959449971562,<raw-result-omitted>
tfim,early5,1500,0.01,19,20,0.01201822253971569,<raw-result-omitted>
tfim,early5,1500,0.1,0,1,0.012713033785732093,<raw-result-omitted>
tfim,early5,1500,0.1,1,2,0.01220259934540878,<raw-result-omitted>
tfim,early5,1500,0.1,2,3,0.012161036548960665,<raw-result-omitted>
tfim,early5,1500,0.1,3,4,0.01232149906763378,<raw-result-omitted>
tfim,early5,1500,0.1,4,5,0.012206415648925682,<raw-result-omitted>
tfim,early5,1500,0.1,5,6,0.012274100158165376,<raw-result-omitted>
tfim,early5,1500,0.1,6,7,0.012413233038325509,<raw-result-omitted>
tfim,early5,1500,0.1,7,8,0.012069237767173748,<raw-result-omitted>
tfim,early5,1500,0.1,8,9,0.012345474485014333,<raw-result-omitted>
tfim,early5,1500,0.1,9,10,0.01245150310015371,<raw-result-omitted>
tfim,early5,1500,0.1,10,11,0.01204490598997201,<raw-result-omitted>
tfim,early5,1500,0.1,11,12,0.012076653157087433,<raw-result-omitted>
tfim,early5,1500,0.1,12,13,0.01213599146622892,<raw-result-omitted>
tfim,early5,1500,0.1,13,14,0.012674400391938382,<raw-result-omitted>
tfim,early5,1500,0.1,14,15,0.01277853397557769,<raw-result-omitted>
tfim,early5,1500,0.1,15,16,0.012424614366474133,<raw-result-omitted>
tfim,early5,1500,0.1,16,17,0.012603480178517052,<raw-result-omitted>
tfim,early5,1500,0.1,17,18,0.012077746245236266,<raw-result-omitted>
tfim,early5,1500,0.1,18,19,0.01223947866241034,<raw-result-omitted>
tfim,early5,1500,0.1,19,20,0.012282680095858724,<raw-result-omitted>
tfim,late5,1600,1e-08,0,1,0.010323169015643206,<raw-result-omitted>
tfim,late5,1600,1e-08,1,2,0.009774988078471778,<raw-result-omitted>
tfim,late5,1600,1e-08,2,3,0.010190336188889006,<raw-result-omitted>
tfim,late5,1600,1e-08,3,4,0.0101046961117899,<raw-result-omitted>
tfim,late5,1600,1e-08,4,5,0.010578651333229919,<raw-result-omitted>
tfim,late5,1600,1e-08,5,6,0.010577674299922941,<raw-result-omitted>
tfim,late5,1600,1e-08,6,7,0.010531608683729883,<raw-result-omitted>
tfim,late5,1600,1e-08,7,8,0.010133744916270476,<raw-result-omitted>
tfim,late5,1600,1e-08,8,9,0.010449566635475409,<raw-result-omitted>
tfim,late5,1600,1e-08,9,10,0.010427064412792952,<raw-result-omitted>
tfim,late5,1600,1e-08,10,11,0.010187556862315927,<raw-result-omitted>
tfim,late5,1600,1e-08,11,12,0.010171670661494395,<raw-result-omitted>
tfim,late5,1600,1e-08,12,13,0.010379688596653065,<raw-result-omitted>
tfim,late5,1600,1e-08,13,14,0.0105001239683063,<raw-result-omitted>
tfim,late5,1600,1e-08,14,15,0.010084617008923548,<raw-result-omitted>
tfim,late5,1600,1e-08,15,16,0.010249791437013413,<raw-result-omitted>
tfim,late5,1600,1e-08,16,17,0.01054145006809294,<raw-result-omitted>
tfim,late5,1600,1e-08,17,18,0.01037731217977294,<raw-result-omitted>
tfim,late5,1600,1e-08,18,19,0.01070430908620685,<raw-result-omitted>
tfim,late5,1600,1e-08,19,20,0.010266208049315332,<raw-result-omitted>
tfim,late5,1600,1e-07,0,1,0.01003474309159337,<raw-result-omitted>
tfim,late5,1600,1e-07,1,2,0.00956330907314341,<raw-result-omitted>
tfim,late5,1600,1e-07,2,3,0.009862424703980242,<raw-result-omitted>
tfim,late5,1600,1e-07,3,4,0.009877556744059636,<raw-result-omitted>
tfim,late5,1600,1e-07,4,5,0.010277280117073295,<raw-result-omitted>
tfim,late5,1600,1e-07,5,6,0.010241277189317877,<raw-result-omitted>
tfim,late5,1600,1e-07,6,7,0.01020886411013604,<raw-result-omitted>
tfim,late5,1600,1e-07,7,8,0.009851470064742188,<raw-result-omitted>
tfim,late5,1600,1e-07,8,9,0.010023637844292936,<raw-result-omitted>
tfim,late5,1600,1e-07,9,10,0.010272795215405108,<raw-result-omitted>
tfim,late5,1600,1e-07,10,11,0.00985284737789352,<raw-result-omitted>
tfim,late5,1600,1e-07,11,12,0.009819036291358255,<raw-result-omitted>
tfim,late5,1600,1e-07,12,13,0.010089436508287206,<raw-result-omitted>
tfim,late5,1600,1e-07,13,14,0.010040584675218008,<raw-result-omitted>
tfim,late5,1600,1e-07,14,15,0.009806212970109918,<raw-result-omitted>
tfim,late5,1600,1e-07,15,16,0.00985450911160579,<raw-result-omitted>
tfim,late5,1600,1e-07,16,17,0.010224878604258796,<raw-result-omitted>
tfim,late5,1600,1e-07,17,18,0.009999807447785706,<raw-result-omitted>
tfim,late5,1600,1e-07,18,19,0.010324207334674575,<raw-result-omitted>
tfim,late5,1600,1e-07,19,20,0.0099154404408366,<raw-result-omitted>
tfim,late5,1600,1e-06,0,1,0.008574706613369905,<raw-result-omitted>
tfim,late5,1600,1e-06,1,2,0.008327663909901946,<raw-result-omitted>
tfim,late5,1600,1e-06,2,3,0.008510603558146443,<raw-result-omitted>
tfim,late5,1600,1e-06,3,4,0.008468765497351158,<raw-result-omitted>
tfim,late5,1600,1e-06,4,5,0.008811606591937055,<raw-result-omitted>
tfim,late5,1600,1e-06,5,6,0.008814458137715909,<raw-result-omitted>
tfim,late5,1600,1e-06,6,7,0.00870235857987665,<raw-result-omitted>
tfim,late5,1600,1e-06,7,8,0.008499123782754492,<raw-result-omitted>
tfim,late5,1600,1e-06,8,9,0.00863660375628578,<raw-result-omitted>
tfim,late5,1600,1e-06,9,10,0.008614153818018486,<raw-result-omitted>
tfim,late5,1600,1e-06,10,11,0.008442487774725827,<raw-result-omitted>
tfim,late5,1600,1e-06,11,12,0.00847465205898109,<raw-result-omitted>
tfim,late5,1600,1e-06,12,13,0.008563515553203957,<raw-result-omitted>
tfim,late5,1600,1e-06,13,14,0.008736055715777895,<raw-result-omitted>
tfim,late5,1600,1e-06,14,15,0.00853763927281534,<raw-result-omitted>
tfim,late5,1600,1e-06,15,16,0.008495394839871193,<raw-result-omitted>
tfim,late5,1600,1e-06,16,17,0.008720698023868835,<raw-result-omitted>
tfim,late5,1600,1e-06,17,18,0.008550812649564407,<raw-result-omitted>
tfim,late5,1600,1e-06,18,19,0.008608279456243347,<raw-result-omitted>
tfim,late5,1600,1e-06,19,20,0.008623295574182299,<raw-result-omitted>
tfim,late5,1600,1e-05,0,1,0.009292766374187356,<raw-result-omitted>
tfim,late5,1600,1e-05,1,2,0.008996963437621892,<raw-result-omitted>
tfim,late5,1600,1e-05,2,3,0.009065147444200884,<raw-result-omitted>
tfim,late5,1600,1e-05,3,4,0.009196425042445836,<raw-result-omitted>
tfim,late5,1600,1e-05,4,5,0.009432539042470595,<raw-result-omitted>
tfim,late5,1600,1e-05,5,6,0.009435511090739836,<raw-result-omitted>
tfim,late5,1600,1e-05,6,7,0.009198093207310057,<raw-result-omitted>
tfim,late5,1600,1e-05,7,8,0.009167118905255966,<raw-result-omitted>
tfim,late5,1600,1e-05,8,9,0.009309389918567572,<raw-result-omitted>
tfim,late5,1600,1e-05,9,10,0.009252913761285095,<raw-result-omitted>
tfim,late5,1600,1e-05,10,11,0.009283990618793245,<raw-result-omitted>
tfim,late5,1600,1e-05,11,12,0.009259740048790994,<raw-result-omitted>
tfim,late5,1600,1e-05,12,13,0.009143407487030693,<raw-result-omitted>
tfim,late5,1600,1e-05,13,14,0.00953210573876644,<raw-result-omitted>
tfim,late5,1600,1e-05,14,15,0.009323787425322583,<raw-result-omitted>
tfim,late5,1600,1e-05,15,16,0.00921124523192696,<raw-result-omitted>
tfim,late5,1600,1e-05,16,17,0.009364244379691609,<raw-result-omitted>
tfim,late5,1600,1e-05,17,18,0.009066700005154506,<raw-result-omitted>
tfim,late5,1600,1e-05,18,19,0.009134933651054597,<raw-result-omitted>
tfim,late5,1600,1e-05,19,20,0.00933514756743193,<raw-result-omitted>
tfim,late5,1600,0.0001,0,1,0.010169094768229425,<raw-result-omitted>
tfim,late5,1600,0.0001,1,2,0.009796112438115408,<raw-result-omitted>
tfim,late5,1600,0.0001,2,3,0.009869686980799063,<raw-result-omitted>
tfim,late5,1600,0.0001,3,4,0.010112183237678608,<raw-result-omitted>
tfim,late5,1600,0.0001,4,5,0.010343004324223443,<raw-result-omitted>
tfim,late5,1600,0.0001,5,6,0.010058348696912696,<raw-result-omitted>
tfim,late5,1600,0.0001,6,7,0.010121709187254255,<raw-result-omitted>
tfim,late5,1600,0.0001,7,8,0.010038551218409433,<raw-result-omitted>
tfim,late5,1600,0.0001,8,9,0.01013546984967682,<raw-result-omitted>
tfim,late5,1600,0.0001,9,10,0.010090274363654839,<raw-result-omitted>
tfim,late5,1600,0.0001,10,11,0.010349172756378474,<raw-result-omitted>
tfim,late5,1600,0.0001,11,12,0.010200704176071506,<raw-result-omitted>
tfim,late5,1600,0.0001,12,13,0.010021076368056275,<raw-result-omitted>
tfim,late5,1600,0.0001,13,14,0.010447653826864842,<raw-result-omitted>
tfim,late5,1600,0.0001,14,15,0.01018629920680888,<raw-result-omitted>
tfim,late5,1600,0.0001,15,16,0.010198887502729272,<raw-result-omitted>
tfim,late5,1600,0.0001,16,17,0.010491408139179946,<raw-result-omitted>
tfim,late5,1600,0.0001,17,18,0.01004185566697138,<raw-result-omitted>
tfim,late5,1600,0.0001,18,19,0.009998961723040321,<raw-result-omitted>
tfim,late5,1600,0.0001,19,20,0.010274590686279372,<raw-result-omitted>
tfim,late5,1600,0.001,0,1,0.010820177962832196,<raw-result-omitted>
tfim,late5,1600,0.001,1,2,0.010443468262517096,<raw-result-omitted>
tfim,late5,1600,0.001,2,3,0.010695601152122251,<raw-result-omitted>
tfim,late5,1600,0.001,3,4,0.010787436698578866,<raw-result-omitted>
tfim,late5,1600,0.001,4,5,0.011307003979801505,<raw-result-omitted>
tfim,late5,1600,0.001,5,6,0.010796665720943403,<raw-result-omitted>
tfim,late5,1600,0.001,6,7,0.010945889528205643,<raw-result-omitted>
tfim,late5,1600,0.001,7,8,0.010791570548660964,<raw-result-omitted>
tfim,late5,1600,0.001,8,9,0.010914012655359753,<raw-result-omitted>
tfim,late5,1600,0.001,9,10,0.010761119187056512,<raw-result-omitted>
tfim,late5,1600,0.001,10,11,0.011198203383949806,<raw-result-omitted>
tfim,late5,1600,0.001,11,12,0.010938129128558733,<raw-result-omitted>
tfim,late5,1600,0.001,12,13,0.010980240390568607,<raw-result-omitted>
tfim,late5,1600,0.001,13,14,0.011317838569619728,<raw-result-omitted>
tfim,late5,1600,0.001,14,15,0.010826791097579287,<raw-result-omitted>
tfim,late5,1600,0.001,15,16,0.011132580051274724,<raw-result-omitted>
tfim,late5,1600,0.001,16,17,0.011106680624217408,<raw-result-omitted>
tfim,late5,1600,0.001,17,18,0.010963789178738147,<raw-result-omitted>
tfim,late5,1600,0.001,18,19,0.010851695249937458,<raw-result-omitted>
tfim,late5,1600,0.001,19,20,0.011039945173888361,<raw-result-omitted>
tfim,late5,1600,0.01,0,1,0.011134916274467267,<raw-result-omitted>
tfim,late5,1600,0.01,1,2,0.011022993177172615,<raw-result-omitted>
tfim,late5,1600,0.01,2,3,0.01120115707306088,<raw-result-omitted>
tfim,late5,1600,0.01,3,4,0.011235476936747174,<raw-result-omitted>
tfim,late5,1600,0.01,4,5,0.01165592129047688,<raw-result-omitted>
tfim,late5,1600,0.01,5,6,0.011380202532210995,<raw-result-omitted>
tfim,late5,1600,0.01,6,7,0.011406786489377561,<raw-result-omitted>
tfim,late5,1600,0.01,7,8,0.011167868685874223,<raw-result-omitted>
tfim,late5,1600,0.01,8,9,0.011372893824175277,<raw-result-omitted>
tfim,late5,1600,0.01,9,10,0.011137281133305378,<raw-result-omitted>
tfim,late5,1600,0.01,10,11,0.011498851553719236,<raw-result-omitted>
tfim,late5,1600,0.01,11,12,0.011333068827195505,<raw-result-omitted>
tfim,late5,1600,0.01,12,13,0.011548944655924652,<raw-result-omitted>
tfim,late5,1600,0.01,13,14,0.011649482259802956,<raw-result-omitted>
tfim,late5,1600,0.01,14,15,0.011244960409426609,<raw-result-omitted>
tfim,late5,1600,0.01,15,16,0.011488090913900068,<raw-result-omitted>
tfim,late5,1600,0.01,16,17,0.01133981468525599,<raw-result-omitted>
tfim,late5,1600,0.01,17,18,0.011289804209375726,<raw-result-omitted>
tfim,late5,1600,0.01,18,19,0.011224587202990001,<raw-result-omitted>
tfim,late5,1600,0.01,19,20,0.011431210344098917,<raw-result-omitted>
tfim,late5,1600,0.1,0,1,0.011437500110109609,<raw-result-omitted>
tfim,late5,1600,0.1,1,2,0.011363355193643159,<raw-result-omitted>
tfim,late5,1600,0.1,2,3,0.011452250943735805,<raw-result-omitted>
tfim,late5,1600,0.1,3,4,0.011498144315581712,<raw-result-omitted>
tfim,late5,1600,0.1,4,5,0.011518018718058536,<raw-result-omitted>
tfim,late5,1600,0.1,5,6,0.01152056441237162,<raw-result-omitted>
tfim,late5,1600,0.1,6,7,0.011593993322465985,<raw-result-omitted>
tfim,late5,1600,0.1,7,8,0.01137241096050564,<raw-result-omitted>
tfim,late5,1600,0.1,8,9,0.011843974680859097,<raw-result-omitted>
tfim,late5,1600,0.1,9,10,0.0113054667428233,<raw-result-omitted>
tfim,late5,1600,0.1,10,11,0.011623320481374422,<raw-result-omitted>
tfim,late5,1600,0.1,11,12,0.011837888974833125,<raw-result-omitted>
tfim,late5,1600,0.1,12,13,0.011589360933744417,<raw-result-omitted>
tfim,late5,1600,0.1,13,14,0.011538010579357253,<raw-result-omitted>
tfim,late5,1600,0.1,14,15,0.01150318827796526,<raw-result-omitted>
tfim,late5,1600,0.1,15,16,0.011714654194121724,<raw-result-omitted>
tfim,late5,1600,0.1,16,17,0.011456417432962291,<raw-result-omitted>
tfim,late5,1600,0.1,17,18,0.01129769742086508,<raw-result-omitted>
tfim,late5,1600,0.1,18,19,0.011416664948814392,<raw-result-omitted>
tfim,late5,1600,0.1,19,20,0.011604923999187205,<raw-result-omitted>
tfim,late5,1700,1e-08,0,1,0.010228765547010483,<raw-result-omitted>
tfim,late5,1700,1e-08,1,2,0.009691823426663158,<raw-result-omitted>
tfim,late5,1700,1e-08,2,3,0.009994333017841667,<raw-result-omitted>
tfim,late5,1700,1e-08,3,4,0.009936021206025186,<raw-result-omitted>
tfim,late5,1700,1e-08,4,5,0.00989273819857428,<raw-result-omitted>
tfim,late5,1700,1e-08,5,6,0.009712760485056478,<raw-result-omitted>
tfim,late5,1700,1e-08,6,7,0.009687880740223177,<raw-result-omitted>
tfim,late5,1700,1e-08,7,8,0.010108360655613541,<raw-result-omitted>
tfim,late5,1700,1e-08,8,9,0.00990190940950482,<raw-result-omitted>
tfim,late5,1700,1e-08,9,10,0.009748481411048865,<raw-result-omitted>
tfim,late5,1700,1e-08,10,11,0.009803017147056316,<raw-result-omitted>
tfim,late5,1700,1e-08,11,12,0.009678013907900268,<raw-result-omitted>
tfim,late5,1700,1e-08,12,13,0.009906952869140366,<raw-result-omitted>
tfim,late5,1700,1e-08,13,14,0.009592992196357626,<raw-result-omitted>
tfim,late5,1700,1e-08,14,15,0.00961645836642389,<raw-result-omitted>
tfim,late5,1700,1e-08,15,16,0.009627767522276742,<raw-result-omitted>
tfim,late5,1700,1e-08,16,17,0.009681041403305963,<raw-result-omitted>
tfim,late5,1700,1e-08,17,18,0.00992774835865962,<raw-result-omitted>
tfim,late5,1700,1e-08,18,19,0.009601021560593377,<raw-result-omitted>
tfim,late5,1700,1e-08,19,20,0.009636610820277537,<raw-result-omitted>
tfim,late5,1700,1e-07,0,1,0.009794018933078123,<raw-result-omitted>
tfim,late5,1700,1e-07,1,2,0.009418781292479238,<raw-result-omitted>
tfim,late5,1700,1e-07,2,3,0.009743937948806111,<raw-result-omitted>
tfim,late5,1700,1e-07,3,4,0.009661793668925885,<raw-result-omitted>
tfim,late5,1700,1e-07,4,5,0.009524038128144757,<raw-result-omitted>
tfim,late5,1700,1e-07,5,6,0.009462399644485562,<raw-result-omitted>
tfim,late5,1700,1e-07,6,7,0.009521119706869807,<raw-result-omitted>
tfim,late5,1700,1e-07,7,8,0.00979609959368103,<raw-result-omitted>
tfim,late5,1700,1e-07,8,9,0.009596574511914098,<raw-result-omitted>
tfim,late5,1700,1e-07,9,10,0.009489628692499608,<raw-result-omitted>
tfim,late5,1700,1e-07,10,11,0.009571038855760362,<raw-result-omitted>
tfim,late5,1700,1e-07,11,12,0.00943806071883362,<raw-result-omitted>
tfim,late5,1700,1e-07,12,13,0.009651166385318804,<raw-result-omitted>
tfim,late5,1700,1e-07,13,14,0.009309279821888904,<raw-result-omitted>
tfim,late5,1700,1e-07,14,15,0.009355331236543163,<raw-result-omitted>
tfim,late5,1700,1e-07,15,16,0.00935771577379047,<raw-result-omitted>
tfim,late5,1700,1e-07,16,17,0.009416535524747447,<raw-result-omitted>
tfim,late5,1700,1e-07,17,18,0.009602158949944041,<raw-result-omitted>
tfim,late5,1700,1e-07,18,19,0.009366452653897586,<raw-result-omitted>
tfim,late5,1700,1e-07,19,20,0.009378504234197511,<raw-result-omitted>
tfim,late5,1700,1e-06,0,1,0.008355546659239264,<raw-result-omitted>
tfim,late5,1700,1e-06,1,2,0.008055064938477751,<raw-result-omitted>
tfim,late5,1700,1e-06,2,3,0.008414649908681874,<raw-result-omitted>
tfim,late5,1700,1e-06,3,4,0.008249675261431853,<raw-result-omitted>
tfim,late5,1700,1e-06,4,5,0.00829069056173614,<raw-result-omitted>
tfim,late5,1700,1e-06,5,6,0.008051915972989813,<raw-result-omitted>
tfim,late5,1700,1e-06,6,7,0.008076776890101549,<raw-result-omitted>
tfim,late5,1700,1e-06,7,8,0.00826174698170387,<raw-result-omitted>
tfim,late5,1700,1e-06,8,9,0.008209094003893908,<raw-result-omitted>
tfim,late5,1700,1e-06,9,10,0.008118755722901824,<raw-result-omitted>
tfim,late5,1700,1e-06,10,11,0.008049815545902722,<raw-result-omitted>
tfim,late5,1700,1e-06,11,12,0.008160501258830277,<raw-result-omitted>
tfim,late5,1700,1e-06,12,13,0.008325194059815175,<raw-result-omitted>
tfim,late5,1700,1e-06,13,14,0.007915776500571466,<raw-result-omitted>
tfim,late5,1700,1e-06,14,15,0.008029419264447696,<raw-result-omitted>
tfim,late5,1700,1e-06,15,16,0.008133776987702308,<raw-result-omitted>
tfim,late5,1700,1e-06,16,17,0.008131175306899868,<raw-result-omitted>
tfim,late5,1700,1e-06,17,18,0.008219714887646189,<raw-result-omitted>
tfim,late5,1700,1e-06,18,19,0.008169895316078993,<raw-result-omitted>
tfim,late5,1700,1e-06,19,20,0.008207337426847948,<raw-result-omitted>
tfim,late5,1700,1e-05,0,1,0.009117554971327914,<raw-result-omitted>
tfim,late5,1700,1e-05,1,2,0.008717266748212101,<raw-result-omitted>
tfim,late5,1700,1e-05,2,3,0.009063262452810958,<raw-result-omitted>
tfim,late5,1700,1e-05,3,4,0.008759514320727637,<raw-result-omitted>
tfim,late5,1700,1e-05,4,5,0.009038408680420683,<raw-result-omitted>
tfim,late5,1700,1e-05,5,6,0.008576927800550938,<raw-result-omitted>
tfim,late5,1700,1e-05,6,7,0.008771416588504666,<raw-result-omitted>
tfim,late5,1700,1e-05,7,8,0.008865524977166297,<raw-result-omitted>
tfim,late5,1700,1e-05,8,9,0.008825740193853491,<raw-result-omitted>
tfim,late5,1700,1e-05,9,10,0.008727799219299514,<raw-result-omitted>
tfim,late5,1700,1e-05,10,11,0.008674915366573104,<raw-result-omitted>
tfim,late5,1700,1e-05,11,12,0.00886702688645509,<raw-result-omitted>
tfim,late5,1700,1e-05,12,13,0.009031191736166004,<raw-result-omitted>
tfim,late5,1700,1e-05,13,14,0.008597289224445432,<raw-result-omitted>
tfim,late5,1700,1e-05,14,15,0.008684564434269508,<raw-result-omitted>
tfim,late5,1700,1e-05,15,16,0.00893641235282611,<raw-result-omitted>
tfim,late5,1700,1e-05,16,17,0.008891474194767823,<raw-result-omitted>
tfim,late5,1700,1e-05,17,18,0.008704601999148463,<raw-result-omitted>
tfim,late5,1700,1e-05,18,19,0.008864724555848889,<raw-result-omitted>
tfim,late5,1700,1e-05,19,20,0.008873475577899324,<raw-result-omitted>
tfim,late5,1700,0.0001,0,1,0.009895059385842743,<raw-result-omitted>
tfim,late5,1700,0.0001,1,2,0.009933969814414603,<raw-result-omitted>
tfim,late5,1700,0.0001,2,3,0.009756108589847367,<raw-result-omitted>
tfim,late5,1700,0.0001,3,4,0.00950391067288479,<raw-result-omitted>
tfim,late5,1700,0.0001,4,5,0.009981152470072741,<raw-result-omitted>
tfim,late5,1700,0.0001,5,6,0.009469657344555193,<raw-result-omitted>
tfim,late5,1700,0.0001,6,7,0.009524990090026633,<raw-result-omitted>
tfim,late5,1700,0.0001,7,8,0.009657556826725335,<raw-result-omitted>
tfim,late5,1700,0.0001,8,9,0.00957989618085155,<raw-result-omitted>
tfim,late5,1700,0.0001,9,10,0.009578046865089805,<raw-result-omitted>
tfim,late5,1700,0.0001,10,11,0.009509149376357912,<raw-result-omitted>
tfim,late5,1700,0.0001,11,12,0.009803002985138021,<raw-result-omitted>
tfim,late5,1700,0.0001,12,13,0.009810534144231643,<raw-result-omitted>
tfim,late5,1700,0.0001,13,14,0.009457509562564755,<raw-result-omitted>
tfim,late5,1700,0.0001,14,15,0.009361251574390276,<raw-result-omitted>
tfim,late5,1700,0.0001,15,16,0.00977455177300756,<raw-result-omitted>
tfim,late5,1700,0.0001,16,17,0.009619477454986616,<raw-result-omitted>
tfim,late5,1700,0.0001,17,18,0.009530864866482008,<raw-result-omitted>
tfim,late5,1700,0.0001,18,19,0.009878341602825913,<raw-result-omitted>
tfim,late5,1700,0.0001,19,20,0.009794290036455166,<raw-result-omitted>
tfim,late5,1700,0.001,0,1,0.010592855959694746,<raw-result-omitted>
tfim,late5,1700,0.001,1,2,0.011227763418584568,<raw-result-omitted>
tfim,late5,1700,0.001,2,3,0.010537728569297394,<raw-result-omitted>
tfim,late5,1700,0.001,3,4,0.01034239290519455,<raw-result-omitted>
tfim,late5,1700,0.001,4,5,0.010818087964779642,<raw-result-omitted>
tfim,late5,1700,0.001,5,6,0.010463159538528432,<raw-result-omitted>
tfim,late5,1700,0.001,6,7,0.01023971032470106,<raw-result-omitted>
tfim,late5,1700,0.001,7,8,0.010582084103528313,<raw-result-omitted>
tfim,late5,1700,0.001,8,9,0.010356413316439217,<raw-result-omitted>
tfim,late5,1700,0.001,9,10,0.01029920634310825,<raw-result-omitted>
tfim,late5,1700,0.001,10,11,0.01032112586956799,<raw-result-omitted>
tfim,late5,1700,0.001,11,12,0.010694751060588654,<raw-result-omitted>
tfim,late5,1700,0.001,12,13,0.010651063030989609,<raw-result-omitted>
tfim,late5,1700,0.001,13,14,0.010317766069002926,<raw-result-omitted>
tfim,late5,1700,0.001,14,15,0.009966806322367072,<raw-result-omitted>
tfim,late5,1700,0.001,15,16,0.010441539439018935,<raw-result-omitted>
tfim,late5,1700,0.001,16,17,0.010310243444540127,<raw-result-omitted>
tfim,late5,1700,0.001,17,18,0.010471531882699364,<raw-result-omitted>
tfim,late5,1700,0.001,18,19,0.0107786530703547,<raw-result-omitted>
tfim,late5,1700,0.001,19,20,0.010580576346874131,<raw-result-omitted>
tfim,late5,1700,0.01,0,1,0.01104588866299151,<raw-result-omitted>
tfim,late5,1700,0.01,1,2,0.011791259536002335,<raw-result-omitted>
